s,carat,cut,color,clarity,depth,table,price,x,y,z
5284,0.71,Very Good,D,VVS2,62.3,60.0,3799,5.65,5.71,3.54
5354,0.73,Fair,E,VVS2,57.4,59.0,3813,5.99,5.95,3.43
5360,0.72,Ideal,F,VVS2,61.2,56.0,3816,5.78,5.81,3.55
5417,0.75,Premium,F,VVS2,62.4,57.0,3822,5.88,5.75,3.63
5431,0.91,Ideal,J,VVS2,60.2,57.0,3826,6.31,6.34,3.81
5441,0.77,Very Good,G,VVS2,62.8,58.0,3829,5.84,5.78,3.65
5454,0.74,Ideal,G,VVS2,60.7,56.0,3831,5.9,5.88,3.58
5459,0.76,Very Good,E,VVS2,60.6,59.0,3833,5.85,5.94,3.57
5493,0.74,Ideal,F,VVS2,61.4,56.0,3842,5.83,5.86,3.59
5517,0.72,Ideal,G,VVS2,61.9,57.0,3849,5.72,5.75,3.55
5542,0.71,Ideal,D,VVS2,61.3,57.0,3856,5.7,5.81,3.53
5587,1.0,Premium,J,VVS2,59.6,61.0,3864,6.4,6.36,3.8
5616,0.72,Ideal,E,VVS2,62.0,56.0,3874,5.74,5.77,3.57
5628,0.71,Premium,D,VVS2,60.4,59.0,3877,5.73,5.69,3.45
5638,0.75,Ideal,G,VVS2,62.2,56.0,3879,5.78,5.82,3.61
5641,0.74,Ideal,F,VVS2,61.5,55.0,3879,5.85,5.82,3.59
5695,0.73,Ideal,F,VVS2,61.9,55.2,3888,5.74,5.79,3.58
5708,0.25,Very Good,F,VVS2,59.0,58.0,575,4.1,4.14,2.43
5709,0.25,Very Good,F,VVS2,59.4,57.0,575,4.1,4.12,2.44
5710,0.25,Very Good,F,VVS2,61.8,58.0,575,4.05,4.07,2.51
5711,0.25,Very Good,F,VVS2,61.0,58.0,575,4.02,4.05,2.46
5712,0.25,Very Good,F,VVS2,60.4,59.0,575,4.09,4.12,2.48
5713,0.25,Very Good,F,VVS2,63.2,57.0,575,3.99,4.01,2.53
5714,0.27,Very Good,E,VVS2,58.6,61.0,575,4.27,4.3,2.51
5715,0.25,Very Good,E,VVS2,60.2,59.0,575,4.07,4.14,2.47
5716,0.25,Very Good,E,VVS2,62.7,59.0,575,4.01,4.03,2.52
5717,0.27,Very Good,E,VVS2,61.9,58.0,575,4.1,4.14,2.55
5718,0.25,Very Good,E,VVS2,59.8,59.0,575,4.07,4.09,2.44
5719,0.25,Very Good,E,VVS2,62.1,58.0,575,4.03,4.06,2.51
5720,0.25,Very Good,E,VVS2,63.0,57.0,575,4.0,4.06,2.54
5721,0.25,Very Good,E,VVS2,60.9,59.0,575,4.03,4.11,2.48
5722,0.25,Very Good,E,VVS2,61.9,59.0,575,3.99,4.02,2.48
5723,0.25,Very Good,E,VVS2,63.4,58.0,575,3.97,4.01,2.53
5724,0.25,Very Good,E,VVS2,63.0,55.0,575,4.0,4.03,2.53
5725,0.25,Very Good,E,VVS2,60.5,59.0,575,4.06,4.1,2.47
5726,0.25,Very Good,D,VVS2,58.8,59.0,575,4.11,4.16,2.43
5727,0.27,Very Good,D,VVS2,64.6,53.0,575,4.04,4.1,2.63
5728,0.25,Very Good,D,VVS2,61.3,59.0,575,4.07,4.12,2.51
5764,1.01,Premium,J,VVS2,62.7,59.0,3897,6.46,6.39,4.03
5779,0.7,Ideal,E,VVS2,62.6,54.0,3901,5.65,5.7,3.55
5805,0.71,Ideal,G,VVS2,61.5,57.0,3909,5.74,5.78,3.54
5823,0.66,Ideal,D,VVS2,61.3,57.0,3915,5.59,5.63,3.44
5831,0.77,Very Good,F,VVS2,60.6,60.0,3917,5.89,5.92,3.58
5858,0.51,Fair,F,VVS2,65.4,60.0,3920,4.98,4.9,3.23
5864,0.74,Ideal,G,VVS2,61.7,55.0,3922,5.8,5.83,3.59
5886,0.76,Ideal,G,VVS2,62.0,56.0,3927,5.86,5.88,3.64
5892,0.9,Premium,I,VVS2,58.3,60.0,3931,6.32,6.28,3.67
5916,1.02,Ideal,J,VVS2,62.1,57.0,3936,6.46,6.43,4.0
5944,0.9,Good,I,VVS2,62.9,61.0,3946,6.1,6.14,3.85
5948,0.74,Very Good,F,VVS2,61.5,55.1,3948,5.82,5.85,3.59
5983,0.72,Very Good,F,VVS2,59.2,63.0,3952,5.77,5.86,3.44
6089,0.7,Very Good,F,VVS2,61.3,59.0,3974,5.69,5.73,3.5
6119,0.81,Very Good,G,VVS2,63.5,55.0,3981,5.9,5.94,3.76
6151,0.7,Ideal,E,VVS2,62.3,53.7,3990,5.67,5.72,3.55
6178,0.81,Very Good,F,VVS2,63.1,56.0,3992,5.99,5.9,3.75
6216,0.8,Very Good,G,VVS2,62.5,56.0,4002,5.95,5.98,3.73
6235,0.75,Very Good,E,VVS2,62.8,57.0,4005,5.74,5.78,3.62
6261,0.9,Ideal,I,VVS2,61.9,55.0,4011,6.21,6.23,3.85
6272,0.71,Very Good,D,VVS2,61.7,58.0,4014,5.71,5.74,3.53
6296,0.7,Very Good,D,VVS2,62.8,60.0,4022,5.65,5.69,3.56
6331,0.71,Ideal,E,VVS2,61.2,57.0,4030,5.73,5.8,3.53
6348,1.0,Good,I,VVS2,57.4,59.0,4032,6.61,6.53,3.77
6376,0.25,Very Good,F,VVS2,62.0,59.0,576,3.99,4.04,2.49
6380,0.25,Premium,E,VVS2,61.5,59.0,576,4.02,4.04,2.48
6381,0.25,Premium,E,VVS2,62.5,59.0,576,4.02,4.05,2.52
6382,0.25,Ideal,E,VVS2,62.1,57.0,576,4.04,4.07,2.52
6383,0.25,Premium,E,VVS2,62.0,59.0,576,4.05,4.08,2.52
6386,0.25,Premium,E,VVS2,62.5,59.0,576,4.02,4.04,2.52
6387,0.25,Good,E,VVS2,63.1,56.0,576,4.0,4.05,2.54
6388,0.25,Ideal,E,VVS2,61.6,57.0,576,4.08,4.1,2.52
6413,0.74,Fair,D,VVS2,65.4,53.0,4040,5.73,5.71,3.74
6417,0.71,Ideal,E,VVS2,62.0,53.9,4042,5.73,5.77,3.57
6498,0.89,Ideal,G,VVS2,61.7,55.0,4062,6.22,6.19,3.83
6611,0.74,Ideal,E,VVS2,62.2,57.0,4082,5.78,5.83,3.61
6647,0.79,Ideal,I,VVS2,61.7,56.0,4092,5.94,5.95,3.67
6660,0.72,Ideal,E,VVS2,62.0,54.9,4094,5.75,5.78,3.57
6671,0.95,Very Good,J,VVS2,60.5,59.0,4098,6.33,6.36,3.84
6710,0.27,Ideal,I,VVS2,62.0,54.5,412,4.15,4.19,2.58
6716,0.3,Ideal,J,VVS2,62.0,54.0,413,4.3,4.34,2.68
6722,0.3,Ideal,H,VVS2,61.0,55.0,577,4.33,4.34,2.65
6734,0.31,Very Good,H,VVS2,62.6,56.0,578,4.33,4.36,2.72
6735,0.31,Very Good,H,VVS2,61.2,55.0,578,4.41,4.44,2.7
6792,0.7,Ideal,F,VVS2,61.7,55.0,4114,5.7,5.74,3.53
6793,0.7,Ideal,F,VVS2,61.2,56.0,4114,5.73,5.78,3.52
6845,0.71,Ideal,E,VVS2,62.0,57.0,4124,5.7,5.72,3.54
6857,0.8,Very Good,F,VVS2,62.7,58.0,4126,5.88,5.92,3.7
6862,0.81,Ideal,G,VVS2,61.7,55.1,4127,5.97,6.04,3.71
6880,0.82,Ideal,G,VVS2,62.1,56.0,4130,5.97,6.01,3.72
6935,0.8,Ideal,F,VVS2,61.6,57.0,4140,5.97,5.94,3.67
6943,0.82,Very Good,F,VVS2,63.1,59.0,4141,5.91,5.97,3.75
6949,0.91,Very Good,H,VVS2,63.6,56.0,4143,6.11,6.13,3.89
6959,0.8,Ideal,G,VVS2,62.6,54.0,4146,5.9,5.97,3.71
6973,0.76,Ideal,D,VVS2,62.3,57.0,4150,5.87,5.84,3.65
7010,0.74,Ideal,F,VVS2,61.7,57.0,4157,5.79,5.84,3.59
7052,0.33,Ideal,I,VVS2,62.4,56.0,579,4.41,4.43,2.76
7060,0.33,Premium,I,VVS2,61.0,58.0,579,4.42,4.46,2.71
7062,0.33,Premium,I,VVS2,61.0,59.0,579,4.41,4.44,2.7
7064,0.33,Ideal,I,VVS2,62.7,54.0,579,4.42,4.45,2.78
7066,0.33,Good,I,VVS2,63.7,56.0,579,4.36,4.4,2.79
7069,0.33,Premium,I,VVS2,61.4,58.0,579,4.45,4.48,2.74
7072,0.33,Ideal,I,VVS2,62.4,57.0,579,4.41,4.44,2.76
7099,0.71,Ideal,F,VVS2,62.2,56.0,4167,5.7,5.74,3.56
7100,0.71,Ideal,F,VVS2,61.6,54.0,4167,5.76,5.79,3.56
7151,0.79,Ideal,F,VVS2,61.9,57.0,4180,5.93,5.96,3.68
7182,0.9,Very Good,H,VVS2,62.9,58.0,4186,6.1,6.15,3.85
7309,0.7,Ideal,E,VVS2,61.6,56.0,4205,5.72,5.75,3.53
7310,0.91,Good,H,VVS2,65.5,57.0,4205,6.01,6.11,3.97
7373,0.71,Ideal,D,VVS2,61.6,56.0,4222,5.69,5.77,3.53
7377,0.76,Ideal,D,VVS2,62.3,57.0,4223,5.84,5.87,3.65
7389,0.33,Very Good,I,VVS2,62.1,56.0,579,4.41,4.45,2.75
7400,0.33,Premium,I,VVS2,62.2,59.0,579,4.41,4.47,2.76
7407,0.33,Premium,I,VVS2,61.5,58.0,579,4.43,4.45,2.73
7435,0.8,Premium,E,VVS2,62.9,59.0,4229,5.95,5.88,3.72
7499,0.7,Very Good,E,VVS2,61.7,57.0,4240,5.68,5.71,3.51
7532,0.84,Premium,F,VVS2,60.4,62.0,4243,6.15,6.1,3.7
7570,0.73,Ideal,D,VVS2,62.2,56.0,4252,5.79,5.73,3.58
7608,0.84,Very Good,G,VVS2,60.4,55.0,4259,6.07,6.12,3.68
7687,0.65,Ideal,D,VVS2,60.7,57.0,4275,5.63,5.65,3.42
7730,0.3,Very Good,H,VVS2,63.0,56.0,581,4.24,4.27,2.68
7731,0.3,Very Good,H,VVS2,62.0,59.0,581,4.27,4.34,2.67
7733,0.3,Ideal,H,VVS2,62.5,55.0,581,4.29,4.32,2.69
7734,0.3,Ideal,H,VVS2,61.5,56.0,581,4.34,4.38,2.68
7786,0.72,Ideal,E,VVS2,62.1,56.0,4285,5.72,5.77,3.57
7847,0.8,Very Good,E,VVS2,62.9,59.0,4304,5.88,5.95,3.72
7886,0.66,Very Good,D,VVS2,60.7,59.0,4311,5.6,5.67,3.42
7897,1.0,Fair,H,VVS2,65.3,58.0,4312,6.25,6.18,4.06
7898,1.0,Fair,H,VVS2,65.1,57.0,4312,6.27,6.23,4.07
7899,1.0,Premium,H,VVS2,61.9,61.0,4312,6.36,6.31,3.92
7931,0.84,Very Good,F,VVS2,60.4,62.0,4318,6.1,6.15,3.7
7979,0.71,Ideal,D,VVS2,61.6,54.0,4325,5.74,5.78,3.55
8051,0.25,Very Good,F,VVS2,61.2,55.0,583,4.1,4.14,2.52
8052,0.23,Very Good,F,VVS2,61.4,56.0,583,3.94,3.97,2.43
8053,0.23,Very Good,F,VVS2,61.5,56.0,583,3.95,4.0,2.44
8054,0.23,Very Good,F,VVS2,61.6,57.0,583,3.96,3.99,2.45
8061,0.27,Ideal,F,VVS2,60.0,62.0,583,4.21,4.22,2.53
8141,0.9,Premium,H,VVS2,60.3,61.0,4355,6.25,6.22,3.76
8142,0.9,Premium,H,VVS2,62.0,58.0,4355,6.16,6.13,3.81
8144,1.01,Fair,H,VVS2,65.0,55.0,4355,6.31,6.27,4.09
8171,0.71,Very Good,D,VVS2,61.0,56.0,4363,5.75,5.79,3.52
8204,0.51,Fair,F,VVS2,60.7,66.0,4368,5.21,5.11,3.13
8207,0.7,Ideal,D,VVS2,62.0,53.4,4369,5.69,5.72,3.54
8231,0.73,Ideal,D,VVS2,61.3,56.0,4372,5.79,5.82,3.56
8390,0.26,Very Good,E,VVS2,60.9,58.0,584,4.13,4.15,2.52
8543,0.9,Very Good,H,VVS2,60.3,61.0,4432,6.22,6.25,3.76
8545,0.9,Premium,H,VVS2,62.0,58.0,4432,6.13,6.16,3.81
8589,0.7,Ideal,F,VVS2,61.5,56.0,4439,5.7,5.78,3.53
8626,0.71,Ideal,E,VVS2,61.7,56.0,4447,5.78,5.8,3.57
8637,0.85,Premium,F,VVS2,61.2,60.0,4451,6.13,6.1,3.74
8707,0.28,Ideal,G,VVS2,61.6,56.0,586,4.18,4.2,2.58
8708,0.28,Ideal,G,VVS2,61.5,56.0,586,4.22,4.24,2.6
8722,0.3,Fair,E,VVS2,66.6,54.0,586,4.14,4.18,2.77
8727,0.27,Very Good,E,VVS2,61.8,59.0,586,4.14,4.18,2.57
8747,0.91,Good,G,VVS2,64.1,58.0,4464,6.1,6.06,3.9
8767,0.71,Ideal,E,VVS2,62.0,56.0,4467,5.71,5.74,3.55
8882,0.9,Good,G,VVS2,62.6,63.0,4485,6.1,6.14,3.83
8887,0.9,Premium,G,VVS2,63.0,58.0,4486,6.15,6.07,3.85
8909,0.8,Ideal,E,VVS2,61.4,57.0,4493,5.98,5.94,3.66
8927,0.71,Ideal,F,VVS2,61.6,56.0,4497,5.73,5.75,3.53
9031,0.27,Ideal,D,VVS2,61.5,56.0,586,4.15,4.18,2.56
9032,0.27,Ideal,I,VVS2,61.2,56.0,587,4.18,4.2,2.56
9108,0.85,Premium,F,VVS2,61.2,60.0,4530,6.1,6.13,3.74
9121,1.0,Fair,G,VVS2,66.9,55.0,4534,6.2,6.17,4.14
9171,0.91,Good,G,VVS2,64.1,58.0,4543,6.06,6.1,3.9
9192,0.73,Ideal,D,VVS2,62.0,53.6,4547,5.76,5.8,3.59
9280,0.9,Very Good,G,VVS2,63.0,58.0,4565,6.07,6.15,3.85
9438,1.0,Good,H,VVS2,59.5,64.0,4592,6.44,6.41,3.82
9439,0.9,Very Good,H,VVS2,63.7,57.0,4592,6.09,6.02,3.86
9527,0.9,Very Good,H,VVS2,61.8,60.0,4617,6.11,6.15,3.79
9595,0.81,Ideal,F,VVS2,62.3,54.0,4630,5.94,6.01,3.72
9626,0.9,Very Good,H,VVS2,59.9,61.0,4637,6.29,6.19,3.74
9628,0.92,Premium,H,VVS2,62.5,58.0,4637,6.25,6.16,3.88
9715,0.35,Ideal,I,VVS2,62.4,54.0,590,4.51,4.53,2.82
9716,0.3,Ideal,H,VVS2,62.2,57.0,590,4.26,4.29,2.66
9717,0.3,Ideal,H,VVS2,62.4,56.0,590,4.28,4.31,2.68
9718,0.3,Ideal,H,VVS2,62.1,54.0,590,4.32,4.35,2.69
9719,0.3,Ideal,H,VVS2,61.5,55.0,590,4.34,4.37,2.68
9720,0.3,Ideal,H,VVS2,62.7,53.0,590,4.29,4.32,2.7
9730,0.75,Very Good,D,VVS2,59.4,59.0,4656,5.88,5.94,3.51
9739,0.9,Premium,H,VVS2,62.4,58.0,4657,6.15,6.12,3.83
9774,0.91,Ideal,I,VVS2,60.6,57.0,4663,6.25,6.27,3.79
9781,0.91,Very Good,H,VVS2,62.9,58.0,4665,6.14,6.17,3.87
9802,0.9,Very Good,G,VVS2,62.6,55.0,4668,6.12,6.19,3.85
9804,0.9,Good,G,VVS2,62.6,58.0,4668,6.1,6.13,3.83
10051,0.3,Ideal,H,VVS2,60.8,58.0,590,4.33,4.38,2.65
10052,0.3,Ideal,H,VVS2,62.1,55.0,590,4.33,4.36,2.7
10053,0.27,Very Good,F,VVS2,62.3,59.0,591,4.14,4.18,2.59
10054,0.27,Very Good,F,VVS2,60.8,59.0,591,4.17,4.19,2.54
10076,0.29,Very Good,F,VVS2,60.8,63.0,592,4.28,4.31,2.61
10202,0.9,Very Good,H,VVS2,62.4,58.0,4740,6.12,6.15,3.83
10203,0.8,Ideal,G,VVS2,61.5,55.0,4740,5.95,5.99,3.68
10204,0.8,Ideal,G,VVS2,61.4,57.0,4740,5.96,6.0,3.67
10503,1.02,Ideal,H,VVS2,60.9,57.0,4798,6.49,6.44,3.94
10663,0.9,Ideal,H,VVS2,62.0,57.0,4838,6.2,6.15,3.83
10679,0.9,Very Good,H,VVS2,59.7,62.0,4842,6.2,6.23,3.71
10706,0.91,Very Good,G,VVS2,63.4,58.0,4849,6.1,6.14,3.88
10741,1.01,Very Good,J,VVS2,62.2,56.0,4850,6.37,6.42,3.98
10930,0.8,Very Good,E,VVS2,62.8,57.0,4893,5.93,5.95,3.73
10991,0.91,Very Good,G,VVS2,62.1,60.0,4913,6.14,6.19,3.83
10999,0.9,Good,G,VVS2,63.6,58.0,4914,6.11,6.1,3.88
11050,0.32,Very Good,H,VVS2,62.4,56.0,596,4.35,4.37,2.72
11051,0.28,Very Good,F,VVS2,61.8,60.0,596,4.16,4.19,2.58
11052,0.28,Very Good,E,VVS2,63.6,56.0,596,4.13,4.17,2.64
11053,0.28,Very Good,E,VVS2,61.4,60.0,596,4.18,4.22,2.58
11056,0.31,Ideal,H,VVS2,61.2,56.0,596,4.34,4.37,2.66
11062,0.28,Good,F,VVS2,61.2,62.0,596,4.16,4.21,2.56
11079,0.9,Ideal,H,VVS2,62.0,57.0,4924,6.15,6.2,3.83
11085,0.81,Ideal,F,VVS2,62.2,53.9,4926,5.97,6.01,3.72
11087,0.72,Ideal,E,VVS2,61.7,55.0,4927,5.76,5.78,3.56
11095,1.0,Fair,G,VVS2,65.5,54.0,4928,6.3,6.22,4.1
11223,0.9,Very Good,H,VVS2,63.5,55.0,4963,6.14,6.08,3.88
11385,0.34,Very Good,I,VVS2,61.3,57.0,596,4.49,4.52,2.76
11395,0.3,Very Good,I,VVS2,63.0,57.0,596,4.24,4.27,2.68
11419,0.9,Good,G,VVS2,63.6,58.0,5001,6.1,6.11,3.88
11543,1.21,Good,J,VVS2,63.7,56.0,5028,6.71,6.67,4.26
11642,0.88,Very Good,F,VVS2,62.0,59.0,5052,6.09,6.13,3.79
11693,1.01,Very Good,J,VVS2,63.7,57.0,5067,6.31,6.35,4.03
11851,0.9,Very Good,G,VVS2,59.8,60.0,5102,6.23,6.28,3.74
11874,1.2,Very Good,I,VVS2,61.7,63.0,5107,6.72,6.7,4.13
12051,0.34,Good,I,VVS2,63.1,56.0,596,4.43,4.47,2.81
12056,0.34,Premium,I,VVS2,61.5,60.0,596,4.45,4.49,2.75
12057,0.26,Very Good,F,VVS2,60.0,59.0,597,4.11,4.15,2.48
12058,0.26,Very Good,F,VVS2,63.2,54.0,597,4.05,4.08,2.57
12059,0.26,Very Good,F,VVS2,59.9,59.0,597,4.12,4.2,2.49
12060,0.26,Very Good,E,VVS2,63.0,58.0,597,4.08,4.11,2.58
12120,0.91,Premium,G,VVS2,61.8,58.0,5167,6.24,6.16,3.83
12132,1.08,Fair,H,VVS2,55.9,63.0,5171,6.9,6.8,3.83
12150,1.2,Premium,H,VVS2,60.0,60.0,5174,6.86,6.78,4.09
12176,0.92,Very Good,G,VVS2,62.3,57.0,5183,6.19,6.27,3.88
12263,0.77,Ideal,D,VVS2,62.3,57.0,5207,5.83,5.85,3.64
12316,1.11,Good,I,VVS2,60.1,64.0,5221,6.73,6.62,4.02
12327,0.91,Good,F,VVS2,62.6,61.0,5225,6.12,6.19,3.85
12361,0.26,Very Good,E,VVS2,63.0,58.0,597,4.0,4.03,2.53
12362,0.26,Very Good,E,VVS2,61.5,58.0,597,4.08,4.12,2.52
12363,0.26,Very Good,E,VVS2,62.6,58.0,597,4.07,4.11,2.56
12364,0.26,Very Good,D,VVS2,59.1,59.0,597,4.21,4.28,2.51
12365,0.26,Very Good,D,VVS2,60.4,59.0,597,4.15,4.19,2.52
12370,0.26,Ideal,E,VVS2,61.6,57.0,597,4.13,4.18,2.56
12371,0.26,Ideal,E,VVS2,60.7,56.0,597,4.13,4.17,2.52
12381,0.3,Very Good,G,VVS2,60.4,59.0,598,4.33,4.35,2.62
12382,0.35,Ideal,I,VVS2,62.0,54.0,598,4.54,4.56,2.82
12383,0.35,Ideal,I,VVS2,61.5,55.0,598,4.56,4.58,2.81
12384,0.35,Ideal,I,VVS2,61.5,55.0,598,4.53,4.57,2.8
12435,1.04,Ideal,J,VVS2,61.1,58.0,5242,6.49,6.57,3.99
12443,0.9,Ideal,G,VVS2,61.9,56.0,5242,6.22,6.15,3.83
12505,0.91,Premium,G,VVS2,61.8,58.0,5259,6.16,6.24,3.83
12692,0.26,Very Good,E,VVS2,61.7,60.0,599,4.11,4.12,2.54
12700,0.26,Ideal,E,VVS2,62.2,56.0,599,4.12,4.15,2.57
12701,0.26,Good,E,VVS2,63.1,59.0,599,4.04,4.08,2.56
12702,0.26,Ideal,F,VVS2,62.5,56.0,599,4.1,4.12,2.57
12711,0.26,Ideal,D,VVS2,62.5,56.0,599,4.08,4.11,2.56
12712,0.26,Ideal,D,VVS2,61.4,56.0,599,4.12,4.15,2.54
12713,0.26,Ideal,E,VVS2,61.5,56.0,599,4.08,4.11,2.52
12714,0.26,Ideal,E,VVS2,62.3,57.0,599,4.06,4.09,2.54
12715,0.26,Ideal,E,VVS2,62.0,56.0,599,4.1,4.13,2.55
12716,0.26,Ideal,F,VVS2,61.6,57.0,599,4.08,4.1,2.52
12720,0.29,Very Good,D,VVS2,59.1,61.0,600,4.33,4.37,2.57
12743,0.91,Good,F,VVS2,64.0,61.0,5317,6.06,6.13,3.9
12795,0.9,Ideal,G,VVS2,61.9,56.0,5335,6.15,6.22,3.83
12837,1.05,Ideal,I,VVS2,61.8,54.0,5352,6.55,6.57,4.05
12897,0.81,Ideal,E,VVS2,62.2,53.7,5373,5.97,5.99,3.72
12909,1.2,Premium,I,VVS2,63.0,60.0,5376,6.71,6.63,4.2
12967,0.92,Good,G,VVS2,58.8,57.0,5390,6.32,6.37,3.73
13022,0.29,Ideal,G,VVS2,61.3,56.0,600,4.23,4.25,2.6
13025,0.26,Very Good,H,VVS2,63.3,58.0,600,4.08,4.04,2.57
13028,0.26,Premium,H,VVS2,62.4,58.0,600,4.07,4.04,2.53
13030,0.23,Very Good,F,VVS2,58.1,63.0,600,4.08,4.04,2.36
13060,0.91,Ideal,H,VVS2,61.7,57.0,5411,6.21,6.23,3.84
13101,0.81,Very Good,D,VVS2,63.9,56.0,5423,5.79,5.91,3.74
13121,0.91,Fair,E,VVS2,63.1,55.0,5430,6.13,6.0,3.83
13127,1.21,Premium,J,VVS2,61.7,60.0,5431,6.82,6.85,4.22
13259,0.9,Good,F,VVS2,61.8,63.0,5480,6.14,6.19,3.81
13336,0.9,Very Good,F,VVS2,61.0,63.0,5504,6.13,6.09,3.73
13403,0.32,Premium,H,VVS2,62.2,58.0,602,4.33,4.38,2.71
13470,1.21,Premium,J,VVS2,61.7,60.0,5531,6.85,6.82,4.22
13496,0.7,Ideal,D,VVS2,61.4,56.0,5539,5.72,5.75,3.53
13497,0.7,Ideal,D,VVS2,61.7,55.0,5539,5.73,5.75,3.54
13498,0.7,Ideal,D,VVS2,60.7,57.0,5539,5.75,5.78,3.5
13499,0.7,Ideal,D,VVS2,61.3,56.0,5539,5.72,5.76,3.52
13500,0.7,Ideal,D,VVS2,61.1,55.0,5539,5.75,5.78,3.52
13556,0.9,Fair,E,VVS2,58.1,59.0,5551,6.21,6.26,3.62
13619,1.21,Premium,J,VVS2,60.8,60.0,5572,6.86,6.88,4.18
13734,0.28,Very Good,E,VVS2,60.2,58.0,604,4.24,4.27,2.56
13837,0.9,Very Good,G,VVS2,61.4,60.0,5640,6.18,6.23,3.81
13884,0.9,Very Good,G,VVS2,62.1,57.0,5653,6.14,6.2,3.84
13905,1.07,Very Good,J,VVS2,60.0,60.0,5661,6.57,6.59,3.95
13920,1.23,Very Good,J,VVS2,61.2,57.0,5665,6.86,6.92,4.22
13949,1.21,Premium,J,VVS2,60.8,60.0,5674,6.88,6.86,4.18
13966,1.01,Very Good,H,VVS2,59.6,63.0,5684,6.55,6.47,3.88
14062,0.3,Good,H,VVS2,63.5,55.0,605,4.25,4.28,2.71
14063,0.3,Ideal,H,VVS2,62.6,55.0,605,4.25,4.28,2.67
14066,0.3,Ideal,H,VVS2,61.2,57.0,605,4.31,4.32,2.64
14070,0.3,Good,H,VVS2,63.6,56.0,605,4.26,4.29,2.72
14073,0.91,Premium,F,VVS2,63.0,56.0,5708,6.17,6.12,3.87
14137,0.91,Very Good,F,VVS2,62.6,59.0,5733,6.1,6.16,3.84
14236,1.02,Ideal,I,VVS2,62.1,54.0,5767,6.47,6.51,4.03
14241,1.23,Premium,J,VVS2,61.2,57.0,5768,6.92,6.86,4.22
14371,0.3,Ideal,H,VVS2,61.3,57.0,605,4.31,4.33,2.65
14372,0.3,Good,H,VVS2,63.6,55.0,605,4.24,4.28,2.71
14375,0.3,Very Good,H,VVS2,61.0,61.0,605,4.3,4.32,2.63
14376,0.3,Ideal,H,VVS2,61.5,56.0,605,4.33,4.35,2.67
14379,0.3,Ideal,H,VVS2,62.2,57.0,605,4.26,4.29,2.66
14385,0.3,Ideal,H,VVS2,61.7,54.0,605,4.31,4.34,2.67
14386,0.3,Premium,H,VVS2,62.4,58.0,605,4.26,4.3,2.67
14389,0.3,Good,H,VVS2,63.7,55.0,605,4.24,4.27,2.71
14391,0.3,Very Good,H,VVS2,62.8,57.0,605,4.22,4.25,2.66
14396,0.3,Good,H,VVS2,63.4,57.0,605,4.21,4.24,2.68
14397,0.3,Ideal,H,VVS2,61.5,57.0,605,4.31,4.34,2.66
14402,0.95,Good,G,VVS2,57.7,59.7,5817,6.5,6.58,3.77
14441,1.16,Good,J,VVS2,61.6,57.0,5831,6.79,6.85,4.2
14472,0.74,Ideal,D,VVS2,61.4,56.0,5841,5.82,5.87,3.58
14644,1.0,Premium,H,VVS2,61.4,59.0,5914,6.49,6.45,3.97
14649,1.0,Very Good,G,VVS2,63.5,55.0,5914,6.36,6.3,4.02
14650,1.0,Ideal,F,VVS2,61.3,56.0,5914,6.44,6.41,3.94
14695,1.0,Very Good,H,VVS2,60.3,59.0,5929,6.41,6.46,3.88
14709,0.3,Ideal,H,VVS2,60.4,56.0,605,4.32,4.36,2.62
14714,0.3,Very Good,H,VVS2,63.0,56.0,605,4.23,4.28,2.68
14715,0.3,Premium,H,VVS2,61.5,58.0,605,4.28,4.3,2.64
14719,0.3,Good,H,VVS2,63.1,60.0,605,4.24,4.28,2.69
14723,0.3,Premium,H,VVS2,62.0,58.0,605,4.3,4.35,2.68
14726,0.3,Very Good,H,VVS2,60.6,58.0,605,4.33,4.35,2.63
14728,0.3,Ideal,H,VVS2,61.6,55.0,605,4.3,4.34,2.66
14735,1.05,Ideal,I,VVS2,61.8,53.0,5932,6.56,6.57,4.06
14811,1.01,Premium,G,VVS2,61.5,61.0,5963,6.44,6.38,3.94
14836,1.25,Ideal,J,VVS2,61.1,57.0,5975,6.91,6.94,4.23
14850,1.25,Ideal,J,VVS2,62.1,56.0,5980,6.81,6.84,4.24
14868,1.01,Good,H,VVS2,63.3,57.0,5988,6.35,6.39,4.03
14915,0.8,Ideal,D,VVS2,61.9,56.0,6004,5.91,5.95,3.67
14987,1.0,Premium,H,VVS2,60.3,59.0,6037,6.46,6.41,3.88
15034,0.3,Very Good,H,VVS2,62.9,57.0,605,4.28,4.31,2.7
15039,0.3,Ideal,H,VVS2,61.1,55.0,605,4.32,4.36,2.65
15048,0.3,Very Good,H,VVS2,60.8,58.0,605,4.34,4.37,2.65
15050,0.3,Ideal,H,VVS2,62.1,56.0,605,4.28,4.32,2.67
15056,0.3,Premium,H,VVS2,60.8,60.0,605,4.29,4.33,2.62
15100,1.06,Ideal,I,VVS2,62.2,55.0,6069,6.51,6.55,4.06
15133,1.25,Ideal,J,VVS2,61.1,57.0,6084,6.94,6.91,4.23
15174,1.01,Very Good,H,VVS2,63.3,57.0,6097,6.39,6.35,4.03
15361,0.3,Ideal,H,VVS2,61.3,56.0,605,4.33,4.35,2.66
15373,0.27,Very Good,E,VVS2,61.2,60.0,606,4.16,4.17,2.55
